year,locationabbr,locationdesc,class,topic,question,response,sample_size,data_value,confidence_limit_low,confidence_limit_high,display_order,data_value_unit,data_value_type,data_value_footnote_symbol,data_value_footnote,data_source,class_id,topic_id,location_id,breakout_id,break_out_category_id,question_id,response_id,geo_location,Age Group,Gender,Race/Ethnicity
2014,LA,Louisiana,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,354,13.9,12.3,15.6,943,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,22,SEX1,CAT2,ADDEPEV2,RESP046,"(31.31266064400046, -92.44568007099969)",NA,Male,NA
2014,LA,Louisiana,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,2234,86.1,84.4,87.7,945,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,22,SEX1,CAT2,ADDEPEV2,RESP054,"(31.31266064400046, -92.44568007099969)",NA,Male,NA
2014,LA,Louisiana,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,970,23.1,21.5,24.7,944,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,22,SEX2,CAT2,ADDEPEV2,RESP046,"(31.31266064400046, -92.44568007099969)",NA,Female,NA
2014,LA,Louisiana,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,3195,76.9,75.4,78.5,946,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,22,SEX2,CAT2,ADDEPEV2,RESP054,"(31.31266064400046, -92.44568007099969)",NA,Female,NA
2014,ME,Maine,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,75,21.6,16.7,26.5,941,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,23,AGE01,CAT3,ADDEPEV2,RESP046,"(45.254228894000505, -68.98503133599962)",18-24,NA,NA
2014,ME,Maine,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,294,78.4,73.5,83.3,947,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,23,AGE01,CAT3,ADDEPEV2,RESP054,"(45.254228894000505, -68.98503133599962)",18-24,NA,NA
2014,ME,Maine,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,176,28.3,24,32.6,942,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,23,AGE02,CAT3,ADDEPEV2,RESP046,"(45.254228894000505, -68.98503133599962)",25-34,NA,NA
2014,ME,Maine,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,490,71.7,67.4,76,948,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,23,AGE02,CAT3,ADDEPEV2,RESP054,"(45.254228894000505, -68.98503133599962)",25-34,NA,NA
2014,ME,Maine,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,219,26.4,22.8,30,943,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,23,AGE03,CAT3,ADDEPEV2,RESP046,"(45.254228894000505, -68.98503133599962)",35-44,NA,NA
2014,ME,Maine,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,681,73.6,70,77.2,949,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,23,AGE03,CAT3,ADDEPEV2,RESP054,"(45.254228894000505, -68.98503133599962)",35-44,NA,NA
2014,ME,Maine,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,437,26.8,24.1,29.5,944,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,23,AGE04,CAT3,ADDEPEV2,RESP046,"(45.254228894000505, -68.98503133599962)",45-54,NA,NA
2014,ME,Maine,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,1140,73.2,70.5,75.9,950,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,23,AGE04,CAT3,ADDEPEV2,RESP054,"(45.254228894000505, -68.98503133599962)",45-54,NA,NA
2014,ME,Maine,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,549,24.2,22,26.5,945,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,23,AGE05,CAT3,ADDEPEV2,RESP046,"(45.254228894000505, -68.98503133599962)",55-64,NA,NA
2014,ME,Maine,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,1699,75.8,73.5,78,951,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,23,AGE05,CAT3,ADDEPEV2,RESP054,"(45.254228894000505, -68.98503133599962)",55-64,NA,NA
2014,ME,Maine,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,618,17.1,15.6,18.7,946,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,23,AGE09,CAT3,ADDEPEV2,RESP046,"(45.254228894000505, -68.98503133599962)",65+,NA,NA
2014,ME,Maine,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,2716,82.9,81.3,84.4,952,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,23,AGE09,CAT3,ADDEPEV2,RESP054,"(45.254228894000505, -68.98503133599962)",65+,NA,NA
2014,ME,Maine,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,1948,23.5,22.3,24.8,953,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,23,RACE1,CAT4,ADDEPEV2,RESP046,"(45.254228894000505, -68.98503133599962)",NA,NA,"White, non-Hispanic"
2014,ME,Maine,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,6671,76.5,75.3,77.8,958,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,23,RACE1,CAT4,ADDEPEV2,RESP054,"(45.254228894000505, -68.98503133599962)",NA,NA,"White, non-Hispanic"
2014,ME,Maine,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,5,NA,NA,NA,954,%,Crude Prevalence,*,Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.,BRFSS,CLASS03,Topic17,23,RACE2,CAT4,ADDEPEV2,RESP046,"(45.254228894000505, -68.98503133599962)",NA,NA,"Black, non-Hispanic"
2014,ME,Maine,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,27,NA,NA,NA,959,%,Crude Prevalence,*,Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.,BRFSS,CLASS03,Topic17,23,RACE2,CAT4,ADDEPEV2,RESP054,"(45.254228894000505, -68.98503133599962)",NA,NA,"Black, non-Hispanic"
2014,ME,Maine,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,20,24.4,11.6,37.1,955,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,23,RACE3,CAT4,ADDEPEV2,RESP046,"(45.254228894000505, -68.98503133599962)",NA,NA,Hispanic
2014,ME,Maine,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,44,75.7,62.9,88.4,960,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,23,RACE3,CAT4,ADDEPEV2,RESP054,"(45.254228894000505, -68.98503133599962)",NA,NA,Hispanic
2014,ME,Maine,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,46,30,20.7,39.4,956,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,23,RACE4,CAT4,ADDEPEV2,RESP046,"(45.254228894000505, -68.98503133599962)",NA,NA,"Other, non-Hispanic"
2014,ME,Maine,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,117,70,60.6,79.3,961,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,23,RACE4,CAT4,ADDEPEV2,RESP054,"(45.254228894000505, -68.98503133599962)",NA,NA,"Other, non-Hispanic"
2014,ME,Maine,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,28,29.5,17.4,41.6,957,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,23,RACE5,CAT4,ADDEPEV2,RESP046,"(45.254228894000505, -68.98503133599962)",NA,NA,"Multiracial, non-Hispanic"
2014,ME,Maine,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,52,70.5,58.4,82.6,962,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,23,RACE5,CAT4,ADDEPEV2,RESP054,"(45.254228894000505, -68.98503133599962)",NA,NA,"Multiracial, non-Hispanic"
2014,ME,Maine,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,645,18.9,17.1,20.6,937,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,23,SEX1,CAT2,ADDEPEV2,RESP046,"(45.254228894000505, -68.98503133599962)",NA,Male,NA
2014,ME,Maine,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,3104,81.1,79.4,82.9,939,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,23,SEX1,CAT2,ADDEPEV2,RESP054,"(45.254228894000505, -68.98503133599962)",NA,Male,NA
2014,ME,Maine,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,1429,28.2,26.5,29.9,938,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,23,SEX2,CAT2,ADDEPEV2,RESP046,"(45.254228894000505, -68.98503133599962)",NA,Female,NA
2014,ME,Maine,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,3916,71.8,70.2,73.5,940,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,23,SEX2,CAT2,ADDEPEV2,RESP054,"(45.254228894000505, -68.98503133599962)",NA,Female,NA
2014,MD,Maryland,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,61,17.5,12.5,22.4,947,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,24,AGE01,CAT3,ADDEPEV2,RESP046,"(39.29058096400047, -76.60926011099963)",18-24,NA,NA
2014,MD,Maryland,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,294,82.6,77.6,87.5,953,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,24,AGE01,CAT3,ADDEPEV2,RESP054,"(39.29058096400047, -76.60926011099963)",18-24,NA,NA
2014,MD,Maryland,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,121,15.4,11.8,19,948,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,24,AGE02,CAT3,ADDEPEV2,RESP046,"(39.29058096400047, -76.60926011099963)",25-34,NA,NA
2014,MD,Maryland,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,633,84.6,81,88.2,954,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,24,AGE02,CAT3,ADDEPEV2,RESP054,"(39.29058096400047, -76.60926011099963)",25-34,NA,NA
2014,MD,Maryland,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,254,16.7,13.8,19.6,949,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,24,AGE03,CAT3,ADDEPEV2,RESP046,"(39.29058096400047, -76.60926011099963)",35-44,NA,NA
2014,MD,Maryland,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,1192,83.3,80.4,86.2,955,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,24,AGE03,CAT3,ADDEPEV2,RESP054,"(39.29058096400047, -76.60926011099963)",35-44,NA,NA
2014,MD,Maryland,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,397,14.9,12.8,17.1,950,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,24,AGE04,CAT3,ADDEPEV2,RESP046,"(39.29058096400047, -76.60926011099963)",45-54,NA,NA
2014,MD,Maryland,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,1847,85.1,82.9,87.3,956,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,24,AGE04,CAT3,ADDEPEV2,RESP054,"(39.29058096400047, -76.60926011099963)",45-54,NA,NA
2014,MD,Maryland,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,641,17.5,15.7,19.3,951,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,24,AGE05,CAT3,ADDEPEV2,RESP046,"(39.29058096400047, -76.60926011099963)",55-64,NA,NA
2014,MD,Maryland,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,2420,82.5,80.7,84.3,957,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,24,AGE05,CAT3,ADDEPEV2,RESP054,"(39.29058096400047, -76.60926011099963)",55-64,NA,NA
2014,MD,Maryland,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,723,14.1,12.6,15.6,952,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,24,AGE09,CAT3,ADDEPEV2,RESP046,"(39.29058096400047, -76.60926011099963)",65+,NA,NA
2014,MD,Maryland,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,3937,85.9,84.4,87.4,958,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,24,AGE09,CAT3,ADDEPEV2,RESP054,"(39.29058096400047, -76.60926011099963)",65+,NA,NA
2014,MD,Maryland,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,1666,19.3,17.7,20.8,959,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,24,RACE1,CAT4,ADDEPEV2,RESP046,"(39.29058096400047, -76.60926011099963)",NA,NA,"White, non-Hispanic"
2014,MD,Maryland,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,7110,80.8,79.2,82.3,964,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,24,RACE1,CAT4,ADDEPEV2,RESP054,"(39.29058096400047, -76.60926011099963)",NA,NA,"White, non-Hispanic"
2014,MD,Maryland,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,334,11.8,9.8,13.9,960,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,24,RACE2,CAT4,ADDEPEV2,RESP046,"(39.29058096400047, -76.60926011099963)",NA,NA,"Black, non-Hispanic"
2014,MD,Maryland,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,2173,88.2,86.2,90.2,965,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,24,RACE2,CAT4,ADDEPEV2,RESP054,"(39.29058096400047, -76.60926011099963)",NA,NA,"Black, non-Hispanic"
2014,MD,Maryland,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,74,15.5,10.2,20.7,961,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,24,RACE3,CAT4,ADDEPEV2,RESP046,"(39.29058096400047, -76.60926011099963)",NA,NA,Hispanic
2014,MD,Maryland,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,310,84.5,79.3,89.8,966,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,24,RACE3,CAT4,ADDEPEV2,RESP054,"(39.29058096400047, -76.60926011099963)",NA,NA,Hispanic
2014,MD,Maryland,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,45,6.7,3.5,9.9,962,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,24,RACE4,CAT4,ADDEPEV2,RESP046,"(39.29058096400047, -76.60926011099963)",NA,NA,"Other, non-Hispanic"
2014,MD,Maryland,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,385,93.3,90.1,96.5,967,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,24,RACE4,CAT4,ADDEPEV2,RESP054,"(39.29058096400047, -76.60926011099963)",NA,NA,"Other, non-Hispanic"
2014,MD,Maryland,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,50,29.6,18.2,41,963,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,24,RACE5,CAT4,ADDEPEV2,RESP046,"(39.29058096400047, -76.60926011099963)",NA,NA,"Multiracial, non-Hispanic"
2014,MD,Maryland,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,126,70.4,59.1,81.8,968,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,24,RACE5,CAT4,ADDEPEV2,RESP054,"(39.29058096400047, -76.60926011099963)",NA,NA,"Multiracial, non-Hispanic"
2014,MD,Maryland,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,632,11.8,10.3,13.4,943,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,24,SEX1,CAT2,ADDEPEV2,RESP046,"(39.29058096400047, -76.60926011099963)",NA,Male,NA
2014,MD,Maryland,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,4119,88.2,86.7,89.7,945,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,24,SEX1,CAT2,ADDEPEV2,RESP054,"(39.29058096400047, -76.60926011099963)",NA,Male,NA
2014,MD,Maryland,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,1565,19.6,17.9,21.3,944,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,24,SEX2,CAT2,ADDEPEV2,RESP046,"(39.29058096400047, -76.60926011099963)",NA,Female,NA
2014,MD,Maryland,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,6204,80.4,78.7,82.1,946,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,24,SEX2,CAT2,ADDEPEV2,RESP054,"(39.29058096400047, -76.60926011099963)",NA,Female,NA
2014,MA,Massachusetts,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,140,21,17.1,25,946,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,25,AGE01,CAT3,ADDEPEV2,RESP046,"(42.27687047000046, -72.08269067499964)",18-24,NA,NA
2014,MA,Massachusetts,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,534,79,75,82.9,952,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,25,AGE01,CAT3,ADDEPEV2,RESP054,"(42.27687047000046, -72.08269067499964)",18-24,NA,NA
2014,MA,Massachusetts,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,296,23.1,20,26.1,947,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,25,AGE02,CAT3,ADDEPEV2,RESP046,"(42.27687047000046, -72.08269067499964)",25-34,NA,NA
2014,MA,Massachusetts,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,985,76.9,73.9,80,953,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,25,AGE02,CAT3,ADDEPEV2,RESP054,"(42.27687047000046, -72.08269067499964)",25-34,NA,NA
2014,MA,Massachusetts,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,361,22.3,19.4,25.2,948,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,25,AGE03,CAT3,ADDEPEV2,RESP046,"(42.27687047000046, -72.08269067499964)",35-44,NA,NA
2014,MA,Massachusetts,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,1266,77.7,74.8,80.7,954,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,25,AGE03,CAT3,ADDEPEV2,RESP054,"(42.27687047000046, -72.08269067499964)",35-44,NA,NA
2014,MA,Massachusetts,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,680,23.4,21.1,25.7,949,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,25,AGE04,CAT3,ADDEPEV2,RESP046,"(42.27687047000046, -72.08269067499964)",45-54,NA,NA
2014,MA,Massachusetts,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,1953,76.6,74.3,78.9,955,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,25,AGE04,CAT3,ADDEPEV2,RESP054,"(42.27687047000046, -72.08269067499964)",45-54,NA,NA
2014,MA,Massachusetts,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,989,24.4,22.3,26.4,950,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,25,AGE05,CAT3,ADDEPEV2,RESP046,"(42.27687047000046, -72.08269067499964)",55-64,NA,NA
2014,MA,Massachusetts,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,2713,75.7,73.6,77.7,956,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,25,AGE05,CAT3,ADDEPEV2,RESP054,"(42.27687047000046, -72.08269067499964)",55-64,NA,NA
2014,MA,Massachusetts,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,981,16.3,14.8,17.8,951,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,25,AGE09,CAT3,ADDEPEV2,RESP046,"(42.27687047000046, -72.08269067499964)",65+,NA,NA
2014,MA,Massachusetts,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,4647,83.7,82.2,85.2,957,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,25,AGE09,CAT3,ADDEPEV2,RESP054,"(42.27687047000046, -72.08269067499964)",65+,NA,NA
2014,MA,Massachusetts,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,2809,21.8,20.6,22.9,958,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,25,RACE1,CAT4,ADDEPEV2,RESP046,"(42.27687047000046, -72.08269067499964)",NA,NA,"White, non-Hispanic"
2014,MA,Massachusetts,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,9891,78.2,77.1,79.4,963,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,25,RACE1,CAT4,ADDEPEV2,RESP054,"(42.27687047000046, -72.08269067499964)",NA,NA,"White, non-Hispanic"
2014,MA,Massachusetts,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,132,16.4,12.2,20.5,959,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,25,RACE2,CAT4,ADDEPEV2,RESP046,"(42.27687047000046, -72.08269067499964)",NA,NA,"Black, non-Hispanic"
2014,MA,Massachusetts,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,631,83.6,79.5,87.8,964,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,25,RACE2,CAT4,ADDEPEV2,RESP054,"(42.27687047000046, -72.08269067499964)",NA,NA,"Black, non-Hispanic"
2014,MA,Massachusetts,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,263,30.5,25.9,35,960,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,25,RACE3,CAT4,ADDEPEV2,RESP046,"(42.27687047000046, -72.08269067499964)",NA,NA,Hispanic
2014,MA,Massachusetts,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,616,69.5,65,74.1,965,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,25,RACE3,CAT4,ADDEPEV2,RESP054,"(42.27687047000046, -72.08269067499964)",NA,NA,Hispanic
2014,MA,Massachusetts,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,99,13.5,9.4,17.6,961,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,25,RACE4,CAT4,ADDEPEV2,RESP046,"(42.27687047000046, -72.08269067499964)",NA,NA,"Other, non-Hispanic"
2014,MA,Massachusetts,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,475,86.5,82.4,90.6,966,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,25,RACE4,CAT4,ADDEPEV2,RESP054,"(42.27687047000046, -72.08269067499964)",NA,NA,"Other, non-Hispanic"
2014,MA,Massachusetts,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,80,25.8,17,34.6,962,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,25,RACE5,CAT4,ADDEPEV2,RESP046,"(42.27687047000046, -72.08269067499964)",NA,NA,"Multiracial, non-Hispanic"
2014,MA,Massachusetts,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,189,74.2,65.4,83,967,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,25,RACE5,CAT4,ADDEPEV2,RESP054,"(42.27687047000046, -72.08269067499964)",NA,NA,"Multiracial, non-Hispanic"
2014,MA,Massachusetts,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,1098,17.6,16.1,19.1,942,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,25,SEX1,CAT2,ADDEPEV2,RESP046,"(42.27687047000046, -72.08269067499964)",NA,Male,NA
2014,MA,Massachusetts,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,5122,82.4,81,83.9,944,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,25,SEX1,CAT2,ADDEPEV2,RESP054,"(42.27687047000046, -72.08269067499964)",NA,Male,NA
2014,MA,Massachusetts,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,2349,25.4,23.9,26.9,943,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,25,SEX2,CAT2,ADDEPEV2,RESP046,"(42.27687047000046, -72.08269067499964)",NA,Female,NA
2014,MA,Massachusetts,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,6976,74.6,73.1,76.1,945,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,25,SEX2,CAT2,ADDEPEV2,RESP054,"(42.27687047000046, -72.08269067499964)",NA,Female,NA
2014,MI,Michigan,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,85,16.7,13,20.5,948,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,26,AGE01,CAT3,ADDEPEV2,RESP046,"(44.6613195430005, -84.71439026999968)",18-24,NA,NA
2014,MI,Michigan,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,468,83.3,79.5,87,954,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,26,AGE01,CAT3,ADDEPEV2,RESP054,"(44.6613195430005, -84.71439026999968)",18-24,NA,NA
2014,MI,Michigan,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,146,20.7,17.3,24.2,949,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,26,AGE02,CAT3,ADDEPEV2,RESP046,"(44.6613195430005, -84.71439026999968)",25-34,NA,NA
2014,MI,Michigan,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,568,79.3,75.8,82.7,955,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,26,AGE02,CAT3,ADDEPEV2,RESP054,"(44.6613195430005, -84.71439026999968)",25-34,NA,NA
2014,MI,Michigan,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,174,22.9,19.4,26.5,950,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,26,AGE03,CAT3,ADDEPEV2,RESP046,"(44.6613195430005, -84.71439026999968)",35-44,NA,NA
2014,MI,Michigan,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,667,77.1,73.5,80.6,956,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,26,AGE03,CAT3,ADDEPEV2,RESP054,"(44.6613195430005, -84.71439026999968)",35-44,NA,NA
2014,MI,Michigan,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,316,22.7,20.1,25.3,951,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,26,AGE04,CAT3,ADDEPEV2,RESP046,"(44.6613195430005, -84.71439026999968)",45-54,NA,NA
